GeneID	GeneName	log2FC	P.Value	adj.P.Value
ENSG00000123562	MORF4L2	2.01891525121277	0.00257319162099808	0.0187953213675561
ENSG00000123612	ACVR1C	-8.49937546089322	7.37193259979534e-06	0.000653301195447813
ENSG00000123689	G0S2	-6.49188050037412	5.56046757482433e-07	0.000184044377725169
ENSG00000123700	KCNJ2	-2.0403312658942	0.00568466292637622	0.0310362434697214
ENSG00000123815	COQ8B	1.60226219128831	0.000513093484419467	0.00711111905956912
ENSG00000123975	CKS2	2.87920206598618	0.00269619082953728	0.0193858132884937
ENSG00000123989	CHPF	2.45793523323527	0.00478700068567532	0.0278098195379046
ENSG00000123999	INHA	5.16826120909335	0.0118223885976154	0.0490615236784225
ENSG00000124019	FAM124B	-3.82843913455699	8.99579535800792e-05	0.00253351408986187
ENSG00000124067	SLC12A4	-1.8064838626707	7.89896009554839e-05	0.00233016083401389
ENSG00000124140	SLC12A5	3.66403114225386	0.00100342778027821	0.0106856728573522
ENSG00000124145	SDC4	2.80286442584829	0.00801616995420722	0.0386325481511057
ENSG00000124191	TOX2	-2.3271460786411	0.0026134553757271	0.0189605880765413
ENSG00000124203	ZNF831	-2.57019198534845	0.0105766793022632	0.0457598748360644
ENSG00000124212	PTGIS	-5.25426601566435	6.15342977326319e-06	0.000605603834428193
ENSG00000124243	BCAS4	3.19227200489143	0.00197285192876905	0.0160826785159297
ENSG00000124249	KCNK15	2.82054121883186	0.00553157834242495	0.0305354486529263
ENSG00000124253	PCK1	-9.24709219238631	0.000102508171554055	0.00269863854566182
ENSG00000124313	IQSEC2	1.76611344691854	0.0116024012911795	0.0484494801426134
ENSG00000124343	XG	-4.79102383109541	5.17686907846951e-08	0.000136100920937649
ENSG00000124440	HIF3A	-6.6368275428038	4.62106111880942e-06	0.000536411906866493
ENSG00000124479	NDP	6.95435625738521	0.00950895521774669	0.0428874348337809
ENSG00000124491	F13A1	-5.04682064875504	8.28504122397454e-07	0.000220266284153517
ENSG00000124493	GRM4	9.86603802320226	0.000429030204718881	0.00638167005365974
ENSG00000124507	PACSIN1	2.39263149780179	0.000785487463975579	0.00924377798514812
ENSG00000124535	WRNIP1	1.08376602918489	0.010527410572017	0.0456621611595265
ENSG00000124562	SNRPC	1.08977854985372	0.00164645058913147	0.0144535502297349
ENSG00000124587	PEX6	1.09213128046457	0.0115390878520261	0.0482911217233152
ENSG00000124615	MOCS1	-2.87925858314215	0.000637457114709057	0.00813687514774468
ENSG00000124657	OR2B6	4.09682291674883	0.000761271892349927	0.00907981067937865
ENSG00000124733	MEA1	1.24202655846854	0.00231505178109845	0.0176782132202934
ENSG00000124743	KLHL31	-5.19997904969477	3.47280925113318e-05	0.00150376897958438
ENSG00000124749	COL21A1	-3.03510584760402	0.00511657890640486	0.0290687990489109
ENSG00000124785	NRN1	-4.17844441210707	8.02788619822041e-06	0.000683999655449828
ENSG00000124839	RAB17	3.49187526618342	0.0110002089196007	0.0469254943990901
ENSG00000125166	GOT2	1.71042751182373	0.000703893660593801	0.00868018491679886
ENSG00000125170	DOK4	-1.19996979200973	0.0103535183630944	0.045156242993034
ENSG00000125337	KIF25	-3.35896013124947	0.0060469711056993	0.0322875131659547
ENSG00000125355	TMEM255A	-4.11854494479114	0.000866988417838206	0.00985576488783891
ENSG00000125414	MYH2	-5.10067063810757	0.001743825886896	0.0149552879131126
ENSG00000125505	MBOAT7	2.37499709808757	1.574172839817e-05	0.000987853387423231
ENSG00000125508	SRMS	5.08238136564339	0.00574515286213602	0.0312332683633054
ENSG00000125534	PPDPF	2.37424181106812	0.000209060271667856	0.00412860640334483
ENSG00000125611	CHCHD5	1.42486587040467	0.0046593903340551	0.0272929225324597
ENSG00000125633	CCDC93	-1.38650595090375	0.000642195796721979	0.0081720489315239
ENSG00000125637	PSD4	2.1871115417776	0.00439045960626506	0.0261828260619711
ENSG00000125652	ALKBH7	1.08313976916342	0.01089854555792	0.0466361408718937
ENSG00000125656	CLPP	1.32556511481317	0.00203029355199393	0.01631957349579
ENSG00000125730	C3	-3.20005979883148	0.000793546622116864	0.00932087421940117
ENSG00000125733	TRIP10	-1.16450823452301	0.00371285121582139	0.0235808492964767
ENSG00000125735	TNFSF14	-2.90945452782924	0.000944608328360299	0.0103388406014645
ENSG00000125740	FOSB	-3.59620804902699	0.00033790987391946	0.00560726284071051
ENSG00000125743	SNRPD2	1.28989603389914	0.0108068875498543	0.0463808878094336
ENSG00000125744	RTN2	1.81179631725058	0.0111652535579002	0.047392428192117
ENSG00000125746	EML2	2.40200747750528	0.000685889444854623	0.0085390818348593
ENSG00000125755	SYMPK	1.02350735373538	0.00273850940813165	0.0195466642944732
ENSG00000125810	CD93	-2.68382735307531	0.000215286242456491	0.00420122521289404
ENSG00000125835	SNRPB	2.02279343807672	9.67516720143446e-05	0.00262013701046514
ENSG00000125841	NRSN2	1.72313130635383	0.000115076632323318	0.00290630207782844
ENSG00000125845	BMP2	-4.19893323972949	3.82335837049455e-06	0.000505521581339453
ENSG00000125877	ITPA	1.20055498893335	0.00474826316862002	0.0276710788218334
ENSG00000125895	TMEM74B	4.2596773276582	0.0108274872496712	0.0464531706139371
ENSG00000125898	FAM110A	2.65245004246985	6.48538411636273e-05	0.00211824468001412
ENSG00000125901	MRPS26	1.89919525435536	4.20002737980289e-05	0.00165504619914366
ENSG00000125912	NCLN	1.18619535802576	0.0022628961475179	0.0174231918780009
ENSG00000125945	ZNF436	-1.08152122572608	0.00513553178027766	0.029109831003323
ENSG00000125967	NECAB3	2.33651524872157	6.04792281317437e-05	0.00202896732097336
ENSG00000125968	ID1	-3.38261111573486	4.61629425940076e-05	0.00173999974791475
ENSG00000125970	RALY	1.07062010713949	0.00426700130718875	0.0257195532228771
ENSG00000125995	ROMO1	1.66604612675047	0.000665427843544663	0.00836011353233831
ENSG00000125999	BPIFB1	5.17247812625512	0.00765583251692873	0.0375352883166891
ENSG00000126016	AMOT	-1.15764393762621	0.0106340612662501	0.0459181216919374
ENSG00000126070	AGO3	-1.06726815103691	0.00621761337592379	0.0328858482715723
ENSG00000126091	ST3GAL3	-1.304708773915	0.00301436265063985	0.0206740961267879
ENSG00000126218	F10	-5.38239367554392	4.2879631598685e-06	0.000522178289677508
ENSG00000126233	SLURP1	7.46071007438755	0.00300686115292072	0.0206627687620803
ENSG00000126249	PDCD2L	1.20170390627978	0.00662114025258499	0.0342699796410224
ENSG00000126254	RBM42	1.22617908969983	0.00212324620981716	0.0167993572023517
ENSG00000126259	KIRREL2	8.85857468219519	0.000533589485228806	0.00727723023752283
ENSG00000126267	COX6B1	1.31002655045825	0.00769201317085365	0.0376604011186845
ENSG00000126432	PRDX5	1.25587586260911	0.00373150334088897	0.0236385908540814
ENSG00000126453	BCL2L12	2.02204932465494	0.00890605572653395	0.0411817424878531
ENSG00000126456	IRF3	1.41198161097254	0.00792750375531376	0.0383801704229749
ENSG00000126457	PRMT1	1.39159107616021	0.00174759984623584	0.014968856200824
ENSG00000126461	SCAF1	1.46015439683109	0.000291687857213791	0.0050968072576756
ENSG00000126464	PRR12	1.04639770110777	0.0100329372239675	0.0443447216415079
ENSG00000126467	TSKS	-5.74109336074615	0.000122526599229233	0.00300244813274806
ENSG00000126524	SBDS	-1.04109584204375	0.00220551027313846	0.0171621477910913
ENSG00000126545	CSN1S1	-9.76304247767626	0.000524725192359542	0.00719727623836082
ENSG00000126561	STAT5A	-1.76023318346881	0.00233712672173951	0.0177746718532788
ENSG00000126709	IFI6	3.22203395993198	0.00224049927383865	0.0173384489970769
ENSG00000126759	CFP	-4.64746599771335	0.000568502181556006	0.00756861347395935
ENSG00000126768	TIMM17B	1.90874812480723	1.37882067100696e-05	0.000915031597208743
ENSG00000126785	RHOJ	-2.9579881256222	4.12961802734548e-06	0.000522178289677508
ENSG00000126787	DLGAP5	2.45005915687267	0.0104399636082533	0.0454062660210657
ENSG00000126790	L3HYPDH	-1.71236156255357	0.000342661644130116	0.00566141637951086
ENSG00000126804	ZBTB1	-1.09375491426194	0.0032063209483665	0.0215249213815807
ENSG00000126838	PZP	-3.56959038897006	0.00011476418110944	0.00290440078078725
ENSG00000126861	OMG	-1.95651194479457	0.00604824034042487	0.0322875131659547
ENSG00000126882	FAM78A	-1.89751824522582	0.000777109136233915	0.00919771344824488
ENSG00000126895	AVPR2	-4.44239853343567	0.000117126209014354	0.00293408867059767
ENSG00000126950	TMEM35A	-3.06112200161942	0.00317775395218686	0.0214201212320247
ENSG00000127083	OMD	-4.60256490813143	0.000199585349141138	0.00401312891322278
ENSG00000127129	EDN2	6.43066968268915	0.00335325221416136	0.0221091095987039
ENSG00000127191	TRAF2	1.4872928302153	0.0026426841104213	0.0191277414022736
ENSG00000127241	MASP1	-4.12309593049488	0.00398392094925129	0.0245302174378176
ENSG00000127314	RAP1B	-1.14382210862834	0.0078539188095975	0.0381636534009839
ENSG00000127329	PTPRB	-3.8509486639152	3.69321056619109e-05	0.00155046987001939
ENSG00000127377	CRYGN	-1.78189236795007	0.00794917759276437	0.0384549825828799
ENSG00000127399	LRRC61	1.64067296438117	0.00129409466228883	0.0124258215631422
ENSG00000127415	IDUA	1.2075482209363	0.00865622221506865	0.0404813872267018
ENSG00000127423	AUNIP	2.5043872718391	0.00878695072980091	0.040867265017789
ENSG00000127472	PLA2G5	-3.31573217850963	0.000395834335282023	0.00610162340389527
ENSG00000127528	KLF2	-2.72212951218038	0.000315252370358411	0.0053793063196078
ENSG00000127554	GFER	1.75196880109578	0.000636076890239064	0.00812345098716986
ENSG00000127561	SYNGR3	4.21781296278522	0.00225042206701095	0.0173771660233747
ENSG00000127564	PKMYT1	3.79905487993972	0.000305139880951128	0.00527342045120318
ENSG00000127580	WDR24	1.51899484406798	0.000844562809838952	0.00970344585189037
ENSG00000127585	FBXL16	3.9881332331735	0.0089994455829219	0.0414128591173914
ENSG00000127586	CHTF18	3.2556682194589	0.000220977654321063	0.00425188521641111
ENSG00000127616	SMARCA4	1.60494946145574	0.000270171902564336	0.00484057992094435
ENSG00000127663	KDM4B	1.95217630452372	0.000350205331390763	0.00573812247755906
ENSG00000127666	TICAM1	1.04122236356394	0.0095663269706997	0.0430528955559931
ENSG00000127831	VIL1	3.627940786992	0.00369937295200402	0.0235496900716528
ENSG00000127920	GNG11	-3.72843368296876	9.09479224830117e-06	0.000726916902443958
ENSG00000127951	FGL2	-3.77639996773159	7.88350711022403e-05	0.00233016083401389
ENSG00000127952	STYXL1	1.54484575625396	0.000390861454279739	0.00605896517684423
ENSG00000127990	SGCE	-3.70082925361936	5.29502274014459e-05	0.00188644722262356
ENSG00000128011	LRFN1	3.03825385718927	0.000468779300131453	0.00675441037048379
ENSG00000128016	ZFP36	-2.69653406366855	0.00073212751769453	0.00889525939803305
ENSG00000128050	PAICS	1.47390679118897	0.00144817615505929	0.0133071111760151
ENSG00000128052	KDR	-2.17020090407721	0.00568609092313837	0.0310362434697214
ENSG00000128165	ADM2	3.46727226253667	0.00213621695765702	0.0168370941275326
ENSG00000128185	DGCR6L	1.50433589087038	0.00065431027550468	0.00827933549736602
ENSG00000128228	SDF2L1	3.00139612831847	0.000461423865725241	0.00671100298826858
ENSG00000128268	MGAT3	-3.6053053434927	5.86700869819733e-05	0.00199636210129735
ENSG00000128284	APOL3	-1.94311938034414	0.00022810374864603	0.00433502320159345
ENSG00000128285	MCHR1	4.17479522440006	0.00886887646477332	0.0411027123882887
ENSG00000128383	APOBEC3A	-2.22103112303693	0.00687811846273179	0.0351584616479313
ENSG00000128408	RIBC2	3.07487861183965	0.00078704460688432	0.00925329429634561
ENSG00000128482	RNF112	-2.72033775548341	0.000268760326378252	0.0048222779896243
ENSG00000128512	DOCK4	-2.49719942059176	0.000348124242417637	0.00571159382466893
ENSG00000128564	VGF	7.02981950042181	0.000258359674099285	0.00469356571793153
ENSG00000128581	IFT22	1.02458159575923	0.0111625352683055	0.0473890254994599
ENSG00000128585	MKLN1	-1.06709593064205	0.00512869520640901	0.029091468248002
ENSG00000128591	FLNC	-4.13331357259347	2.5716712432911e-05	0.00126004244438589
ENSG00000128595	CALU	-1.06173158684444	0.00642807834840906	0.033601318639411
ENSG00000128606	LRRC17	-2.54455871894885	0.00136924705809158	0.0128627027018671
ENSG00000128617	OPN1SW	-1.87119836369531	0.00198322438980309	0.0161122040937427
ENSG00000128626	MRPS12	1.99027261851476	0.000230901151897265	0.00435139556452735
ENSG00000128652	HOXD3	-2.43033365175375	0.00325812994227438	0.0217648531897868
ENSG00000128655	PDE11A	-3.76789468150502	0.000166162858996171	0.00362930802886954
ENSG00000128815	WDFY4	-2.49204479943923	0.000922958334802049	0.0102008480167836
ENSG00000128881	TTBK2	-1.4129872586627	0.000564639553100398	0.00755041262866812
ENSG00000128886	ELL3	1.55782095893694	0.00712553790389812	0.0358962764209212
ENSG00000128918	ALDH1A2	-5.02868724234533	6.83858935043871e-06	0.000625286103072477
ENSG00000128944	KNSTRN	1.55726483535281	0.00359471482970529	0.0230915365457166
ENSG00000129003	VPS13C	-1.96309628161974	0.00195223927551105	0.015983151022189
ENSG00000129009	ISLR	-2.5987931803087	0.00010421651520135	0.00272400422695259
ENSG00000129048	ACKR4	-4.39951804301517	7.27197334771787e-07	0.00020666613910612
ENSG00000129159	KCNC1	6.16116626266428	0.0098813830206212	0.0438866885548516
ENSG00000129195	PIMREG	3.16489879927486	0.00172348504067284	0.0148493686906111
ENSG00000129235	TXNDC17	1.78159607280406	0.00109571949681769	0.0112180236379437
ENSG00000129244	ATP1B2	-3.01853765812646	0.000232848997412761	0.0043814242473596
ENSG00000129295	LRRC6	1.85325086233954	0.00628502705513044	0.0331266881130036
ENSG00000129347	KRI1	1.10518332783341	0.00341084974914887	0.0223399364364784
ENSG00000129355	CDKN2D	1.33447063186721	0.00927934280204999	0.042314966945903
ENSG00000129450	SIGLEC9	-2.14624657630347	0.0074343322694279	0.0369178279497097
ENSG00000129467	ADCY4	-3.05762388752885	1.41261826974351e-06	0.000298521254012037
ENSG00000129521	EGLN3	2.27985635371616	0.00124841802068267	0.0121476330426521
ENSG00000129534	MIS18BP1	-1.20044852612795	0.00364006879625635	0.0232800571617792
ENSG00000129538	RNASE1	-4.16323850484132	6.77817274435347e-06	0.000623012346112043
ENSG00000129566	TEP1	-1.11660681337818	0.00252695673557346	0.0186060170598731
ENSG00000129657	SEC14L1	-1.55691283348953	8.86003877625901e-05	0.00251257731689609
ENSG00000129667	RHBDF2	1.64697175603104	0.010317649420632	0.0450793793523089
ENSG00000129673	AANAT	4.64459393087268	0.00914286343965395	0.0418866571951098
ENSG00000129675	ARHGEF6	-2.81219632964225	0.000802533341143045	0.00939518790708418
ENSG00000129680	MAP7D3	-4.15775097479509	1.23555286097583e-05	0.000851390360668022
ENSG00000129757	CDKN1C	-2.90961833838302	2.15861555798878e-05	0.00114286444692233
ENSG00000129810	SGO1	3.02683080091727	0.00278738914813595	0.0197775126760121
ENSG00000129910	CDH15	5.09937369127863	5.37499960184485e-06	0.000577812457198322
ENSG00000129925	TMEM8A	1.16369221400016	0.00268234192385633	0.0193265167145503
ENSG00000129932	DOHH	1.93665080841571	0.00169700004567899	0.0147377330977917
ENSG00000129990	SYT5	5.46177842675484	0.00286059314475996	0.0200877925105672
ENSG00000129991	TNNI3	7.09485998536694	0.000690766816498909	0.00855835252574211
ENSG00000130005	GAMT	2.56223339623601	0.00217603014535214	0.017047637941645
ENSG00000130032	PRRG3	-5.95612380374989	3.20116431747479e-07	0.000156717281622259
ENSG00000130035	GALNT8	-6.2704622222849	6.00568988360421e-07	0.000190230614882731
ENSG00000130037	KCNA5	-2.54715523502123	0.00501037739840992	0.0286484401514531
ENSG00000130052	STARD8	-2.92615766484258	0.000117464184336837	0.0029395768802918
ENSG00000130054	FAM155B	5.10739542057178	0.000826502057454154	0.00955833072439084
ENSG00000130158	DOCK6	-1.80050408632628	0.000735425617964668	0.00890102650875362
ENSG00000130165	ELOF1	1.347494441032	0.00148544822558569	0.0134978711420823
ENSG00000130173	ANGPTL8	-4.13181219259471	0.000464823752081259	0.006728192835976
ENSG00000130175	PRKCSH	1.17373427745436	0.00136042372772266	0.0128354493147464
ENSG00000130176	CNN1	-3.69337698487895	0.00317752343329137	0.0214201212320247
ENSG00000130193	THEM6	1.8666748153752	0.00067877610483768	0.0084889930157368
ENSG00000130202	NECTIN2	2.14306903714632	7.78773805535418e-05	0.00232221129723057
ENSG00000130203	APOE	-2.04435700501091	0.010073410159984	0.0444362294746839
ENSG00000130204	TOMM40	2.21668426867145	0.000204441099510709	0.0040694302618317
ENSG00000130224	LRCH2	-3.59598768812646	0.000224295792777375	0.00428902821068879
ENSG00000130226	DPP6	-4.60463106268125	7.33925772217657e-05	0.002259815033385
ENSG00000130244	FAM98C	1.41708624366071	0.000375479673322917	0.00594652360621569
ENSG00000130299	GTPBP3	1.47375303763791	0.000378589464649049	0.00595428531961176
ENSG00000130300	PLVAP	-1.66867054597253	0.00898014268184444	0.041354819856324
ENSG00000130305	NSUN5	1.37630554129192	0.00486290444948304	0.0281186418413162
ENSG00000130307	USHBP1	-2.99009155136543	0.000343005125844581	0.00566141637951086
ENSG00000130313	PGLS	1.00613765086558	0.00913715469733895	0.0418750972922531
ENSG00000130332	LSM7	2.08448228267169	0.00300372457602525	0.0206627687620803
ENSG00000130433	CACNG6	7.99321834002797	0.0116534235571971	0.04859687931383
ENSG00000130477	UNC13A	7.13145364705713	0.0043879709011032	0.0261743258214178
ENSG00000130479	MAP1S	1.19399899229069	0.00416118355174298	0.0253038030784174
ENSG00000130487	KLHDC7B	3.30915678847828	0.00741863945800335	0.0368843475968495
ENSG00000130489	SCO2	1.39950149373961	0.00374914229189855	0.0237152470645244
ENSG00000130508	PXDN	-2.15033358386656	0.00112762519400714	0.0113891065857135
ENSG00000130513	GDF15	4.72748632316663	0.00299495318217094	0.0206470314927859
ENSG00000130520	LSM4	2.19946232520497	0.00027795601171666	0.00492649633669851
ENSG00000130529	TRPM4	1.83377067639979	0.0026686532842106	0.0192649496210532
ENSG00000130540	SULT4A1	4.98119721228252	0.00238967612689348	0.017975185072745
ENSG00000130545	CRB3	4.23406560430706	0.003931268676908	0.0243488522135647
ENSG00000130590	SAMD10	2.31633995281804	0.000312749664377457	0.00535879102684173
ENSG00000130592	LSP1	-2.1581890806033	0.000532906817913917	0.00727560523076842
ENSG00000130595	TNNT3	-8.22268905795698	2.96436444892378e-07	0.000156717281622259
ENSG00000130669	PAK4	2.79927408825744	8.48735692149514e-05	0.00243728106717732
ENSG00000130675	MNX1	4.36976017383861	0.00404518250647102	0.0248181482562025
ENSG00000130701	RBBP8NL	5.00707571502255	0.00413960087849567	0.0252097615075876
ENSG00000130706	ADRM1	1.25361316302365	0.00571038783711847	0.0311058249113801
ENSG00000130720	FIBCD1	3.36341623158032	0.00277194344224554	0.0197056646375851
ENSG00000130724	CHMP2A	1.39838026951212	0.00149427308584188	0.0135581291917212
ENSG00000130725	UBE2M	1.56660000790551	0.000171102256578248	0.00367752092294557
ENSG00000130726	TRIM28	1.40666586067604	0.000864644791221154	0.00983382919721924
ENSG00000130731	METTL26	2.46335344420022	0.000237738158285639	0.0044262620207925
ENSG00000130733	YIPF2	1.51582138769385	0.000315707957139048	0.00538003086539295
ENSG00000130734	ATG4D	1.69215452328104	0.00161755167552562	0.0142784595420817
ENSG00000130748	TMEM160	1.94412150543613	0.00403406554982647	0.0247622320554766
ENSG00000130751	NPAS1	3.44264748360547	0.00379030157918332	0.0238400423671604
ENSG00000130755	GMFG	-2.52196965935772	6.60503696747546e-05	0.00214598605809239
ENSG00000130758	MAP3K10	1.36465888479721	0.00547870217692062	0.0303247973428373
ENSG00000130762	ARHGEF16	2.51798979524512	0.000366394500567964	0.00589401693333956
ENSG00000130770	ATP5IF1	1.81797200987784	0.00237698131759898	0.0179398238942719
ENSG00000130775	THEMIS2	-2.42012949851858	9.94037759454157e-05	0.00265416669573478
ENSG00000130810	PPAN	2.29648063445729	0.00377425509218493	0.0237761206573749
ENSG00000130822	PNCK	4.74662381190224	0.0015540652932355	0.0139195707436206
ENSG00000130826	DKC1	1.03602053902596	0.00879878355822596	0.0409082217896083
ENSG00000130827	PLXNA3	1.33428160410121	0.0119070995312316	0.0493327490495055
ENSG00000130830	MPP1	-2.21047951602527	0.00501130449565357	0.0286484401514531
ENSG00000130876	SLC7A10	-8.21599861582081	1.11174519523825e-05	0.000810852505966541
ENSG00000130940	CASZ1	2.20431954707213	0.00624666939785412	0.0330089550891094
ENSG00000130956	HABP4	-2.29354702168881	1.74133384835379e-05	0.00102510665239399
ENSG00000130962	PRRG1	-1.65178268992587	0.00653280246989393	0.0339628671283242
ENSG00000131016	AKAP12	-5.45024439462022	3.7614385583141e-06	0.000502648306918358
ENSG00000131018	SYNE1	-3.23469565480307	1.12449958042221e-05	0.000815344637124315
ENSG00000131037	EPS8L1	3.9379546541499	0.00128579344647457	0.0123780741880306
ENSG00000131042	LILRB2	-2.52662450983869	0.000311289114891204	0.005341168192703
ENSG00000131055	COX4I2	-1.90236380964669	0.00844379787871251	0.0398458739567701
ENSG00000131067	GGT7	1.27723737260963	0.0101654462339844	0.0446637027622961
ENSG00000131069	ACSS2	-2.403901598572	5.67175666321265e-05	0.00196958122890355
ENSG00000131095	GFAP	-3.85527733919204	0.000757459378689459	0.0090561814014008
ENSG00000131096	PYY	4.73704528064994	0.00529069469146054	0.029716589333567
ENSG00000131116	ZNF428	1.49513494343966	0.00498865111525788	0.0285860154557027
ENSG00000131153	GINS2	2.81084725215011	9.51331951052617e-05	0.00260483748502502
ENSG00000131187	F12	4.71492328528904	0.000405983020498861	0.00617338879571607
ENSG00000131188	PRR7	4.6847682295072	0.000138879695784485	0.00325170499836307
ENSG00000131242	RAB11FIP4	2.56708875552367	0.00685323583104953	0.0350675198515521
ENSG00000131355	ADGRE3	-4.39653232465949	0.0053533084356103	0.0298892995601958
ENSG00000131386	GALNT15	-6.20276329895276	1.24355127944023e-07	0.000136217176515797
ENSG00000131446	MGAT1	-1.38549879099129	0.0021737601521896	0.0170439371330015
ENSG00000131459	GFPT2	-3.48491128535063	1.21921850713472e-06	0.000274047068990054
ENSG00000131462	TUBG1	1.27759001001881	0.000902453709181937	0.0100736649930128
ENSG00000131471	AOC3	-6.50437510573698	6.70702681506663e-07	0.000197418140479193
ENSG00000131477	RAMP2	-1.60494386202006	0.00864614589069958	0.0404495661584763
ENSG00000131480	AOC2	-3.1321141841053	0.00228361298872267	0.0175131300081167
ENSG00000131495	NDUFA2	1.07240374134074	0.00865193508249532	0.0404689926058829
ENSG00000131591	C1orf159	2.08911115940026	0.00126467315908558	0.0122431651755642
ENSG00000131634	TMEM204	-1.73454985951134	0.00204923921811613	0.0164291308910251
ENSG00000131650	KREMEN2	3.9634679661317	0.0108559798587601	0.0465269720935764
ENSG00000131652	THOC6	1.61604808772845	0.00556574266173863	0.0306283078814795
ENSG00000131653	TRAF7	1.28796489221964	0.00227123750198141	0.0174506983332785
ENSG00000131711	MAP1B	-2.72332529792776	0.00112455186793852	0.0113813118848874
ENSG00000131730	CKMT2	-3.39586759352976	0.00154018192035173	0.013832545579621
ENSG00000131747	TOP2A	2.75873947291995	0.00268310795304531	0.0193265167145503
ENSG00000131759	RARA	1.46777809953466	0.00208402961755376	0.0165843682954672
ENSG00000131779	PEX11B	1.24613398191207	0.00787780543206251	0.0382143887203739
ENSG00000131914	LIN28A	9.54525697097701	0.00326728423385586	0.0217833316653577
ENSG00000131943	C19orf12	-1.56478335998296	0.00515175355562145	0.0291547508955689
ENSG00000132003	ZSWIM4	1.4621252934971	0.00222531766003667	0.017258776394105
ENSG00000132004	FBXW9	1.40057070246137	0.00639013912055037	0.0334905154616075
ENSG00000132010	ZNF20	1.73884259054306	0.00764772087249846	0.037517837018358
ENSG00000132024	CC2D1A	1.21829680528684	0.00343860380437459	0.0224400658729191
ENSG00000132026	RTBDN	10.4914449096276	0.000367698730854965	0.00590496831421578
ENSG00000132170	PPARG	-5.73440191448734	6.70258102708695e-06	0.000620980381362536
ENSG00000132182	NUP210	2.44130508272167	0.00584084841435494	0.0315316543766214
ENSG00000132196	HSD17B7	1.49495520133852	0.00187208270612598	0.0155849309457794
ENSG00000132205	EMILIN2	-4.04337807492066	2.21702176686826e-05	0.00115401817233301
ENSG00000132254	ARFIP2	1.88896177533107	0.00365591832104638	0.0233512220325166
ENSG00000132256	TRIM5	-1.04444987092759	0.00319409092368099	0.0214836501871634
ENSG00000132274	TRIM22	-2.08151002256379	0.000458659673715729	0.00669442764617556
ENSG00000132329	RAMP1	4.95569298974213	0.000159723694410297	0.00354278268398432
ENSG00000132356	PRKAA1	-1.06259590810414	0.00349304896948286	0.0226860088706235
ENSG00000132357	CARD6	-3.28325379151258	5.09155677659115e-05	0.00184317337190653
ENSG00000132382	MYBBP1A	1.15046932948934	0.00531242784945441	0.0297980441419601
ENSG00000132386	SERPINF1	-3.62251809063216	7.46649222194989e-07	0.000209782977486035
ENSG00000132464	ENAM	-3.4682310676979	0.00170284805202351	0.0147781390264238
ENSG00000132465	JCHAIN	-5.11976306679357	0.0100449513138116	0.0443829065466098
ENSG00000132507	EIF5A	1.47281061530191	0.00636271964953016	0.0333725590442582
ENSG00000132514	CLEC10A	-5.98575726577046	9.31683778198426e-06	0.000738329532562695
ENSG00000132530	XAF1	-1.91473810371898	0.00886667536425315	0.0411002152945555
ENSG00000132561	MATN2	-4.74751181200572	3.39512462925227e-05	0.00148311760526965
ENSG00000132581	SDF2	1.09738170418747	0.00395939050459388	0.0244665284276874
ENSG00000132591	ERAL1	1.03795806832525	0.00235819844041542	0.0178568581139684
ENSG00000132622	HSPA12B	-3.12444464425645	0.000106730720562645	0.00277197170789012
ENSG00000132639	SNAP25	7.08006803412967	0.00594863284924815	0.0319391850592096
ENSG00000132646	PCNA	1.49725575250237	0.00176623922019749	0.0150483338109521
ENSG00000132676	DAP3	1.25948224552742	0.00114805370884337	0.011538873150875
ENSG00000132677	RHBG	6.22980566259379	0.000888032929363915	0.00998936040879108
ENSG00000132681	ATP1A4	3.82194708777012	0.00609153621968564	0.0324597484982171
ENSG00000132718	SYT11	-2.60547412162214	0.0008553824213418	0.00976423378009049
ENSG00000132749	TESMIN	3.43914697929036	0.00197007908788055	0.0160759753953289
ENSG00000132837	DMGDH	-4.13947373331798	0.000147519408412902	0.00336788307757064
ENSG00000132840	BHMT2	-5.45479706137625	3.6155187917342e-07	0.000156937327007704
ENSG00000132872	SYT4	7.77610815862805	0.0106129507527744	0.0458467065987298
ENSG00000132965	ALOX5AP	-2.00988088405813	0.00174338265254577	0.0149552879131126
ENSG00000132970	WASF3	-3.47088326240013	0.00109464170899864	0.0112180236379437
ENSG00000132975	GPR12	-3.65670517858973	0.00448074922001138	0.0265802601882873
ENSG00000133027	PEMT	-1.47207296168615	0.00102319700406817	0.0108159666206009
ENSG00000133030	MPRIP	-1.6306127143832	0.000478187590995214	0.00679551460062141
ENSG00000133056	PIK3C2B	-1.67839551987452	5.96297530329594e-05	0.00200997297053654
ENSG00000133104	SPART	-1.2871408550993	0.00763911528039934	0.0374979403033301
ENSG00000133121	STARD13	-1.66393954611811	0.00147891726892477	0.0134632656384996
ENSG00000133131	MORC4	-1.38389584240633	0.00342831377958411	0.0224037031475628
ENSG00000133142	TCEAL4	3.16902199864811	0.00151030502836288	0.013673486571319
ENSG00000133169	BEX1	7.15269296677426	0.000848328711248076	0.00971918598978
ENSG00000133195	SLC39A11	1.97318773080328	0.000380358940518494	0.00596345897547227
ENSG00000133247	KMT5C	1.7026500545094	0.00205805638532103	0.0164731123752226
ENSG00000133256	PDE6B	2.83918850084002	0.000272506711716679	0.00486478588245119
ENSG00000133265	HSPBP1	2.00711730633337	0.00012622163673687	0.00307168303968417
